index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,2,265,10,False,7,0,0.35,1.0
1,0,A,mfu_v7,0.22078843073889218,0.319,0.55,0.0,iig_effectiveness,0.23,0.0,0.01761930847866424,0.35,0.61515,0.4204,0.0012631578947368421,0.35,1.0,0,0.755,2,265,10,False,7,0,0.35,1.0
2,1,A,mfu_v7,0.2767669618695816,0.36934651936793716,0.55,0.0,iig_effectiveness,0.21000000000000002,0.0,0.030196831202031267,0.35,0.6273991933995403,0.4289,0.001894736842105263,0.35,1.0,0,0.76,2,265,10,False,7,0,0.35,1.0
3,2,A,mfu_v7,0.33346254966537825,0.4001543548726104,0.55,0.0,iig_effectiveness,0.19000000000000003,0.0,0.03825694344039513,0.35,0.6415210989944462,0.4396,0.0030526315789473684,0.35,1.0,1,0.7538900718754781,2,265,10,False,7,0,0.35,1.0
4,3,A,mfu_v7,0.37858373477860097,0.42779953489873035,0.55,0.0,iig_effectiveness,0.17000000000000004,0.0,0.05262765009278433,0.35,0.6608447291072974,0.4427,0.003789473684210526,0.35,1.0,1,0.7272121033080552,2,265,10,False,7,0,0.35,1.0
5,4,A,mfu_v7,0.421661389196852,0.45605249400910525,0.55,0.0,iig_effectiveness,0.15000000000000005,0.0,0.07304316809715206,0.35,0.6820740646511831,0.4515,0.004526315789473684,0.35,1.0,1,0.7116440628651542,2,265,10,False,7,0,0.35,1.0
6,5,A,mfu_v7,0.44447525816315325,0.48432009699867634,0.55,0.08620689655172414,iig_effectiveness,0.13000000000000006,0.0,0.0756809214769475,0.35,0.7030620446649183,0.4574,0.005157894736842105,0.35,1.0,2,0.6960760224222533,2,265,10,False,7,0,0.35,1.0
7,6,A,mfu_v7,0.4533212884939268,0.4909017274771521,0.55,0.1076923076923077,iig_effectiveness,0.11000000000000006,0.0,0.08326051016249937,0.35,0.7034422003638503,0.4751,0.006105263157894737,0.35,1.0,2,0.7010760224222533,2,265,10,False,7,0,0.35,1.0
8,7,A,mfu_v7,0.47108007434239474,0.4999426272537192,0.55,0.2876712328767123,iig_effectiveness,0.09000000000000005,0.0,0.09391418870553142,0.35,0.7152667703506292,0.4954,0.007263157894736842,0.35,1.0,2,0.7330676158445476,2,265,10,False,7,0,0.35,1.0
9,8,A,mfu_v7,0.4855522450649477,0.5069316305606244,0.55,0.47560975609756095,iig_effectiveness,0.07000000000000005,0.0,0.09814064496286476,0.35,0.7241091455860311,0.5148,0.009473684210526316,0.35,1.0,3,0.7471334311139928,2,265,10,False,7,0,0.35,1.0
10,9,A,mfu_v7,0.48128503683307367,0.5323509010996506,0.55,0.5581395348837209,iig_effectiveness,0.050000000000000044,0.0,0.11104870056029627,0.35,0.7513220712092057,0.522,0.01031578947368421,0.35,1.0,2,0.7611992463834379,2,265,10,False,7,0,0.35,1.0
