index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,intel_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,2,267,10,False,6,9,0.44000000000000006,0.495
1,0,C,2008_myanmar_military,0.7352,0.17600000000000005,0.55,0.098,intel_effectiveness,0.27999999999999997,0.0,0.01645060772323222,0.35,0.5641,0.4393,0.0009473684210526315,0.35,0.44999999999999996,2,0.6979282031094716,2,267,10,False,6,9,0.44000000000000006,0.495
2,1,C,2008_myanmar_military,0.7452,0.10080000000000001,0.55,0.0,intel_effectiveness,0.30999999999999994,0.0,0.026151579562146938,0.35,0.32985808246381976,0.4472,0.002105263157894737,0.36,0.45999999999999996,4,0.6222132460062414,2,267,10,False,6,9,0.44000000000000006,0.495
3,2,C,2008_myanmar_military,0.7552,0.1,0.55,0.0,intel_effectiveness,0.3399999999999999,0.0,0.049626270574279936,0.35,0.3012568884224077,0.4658,0.004,0.37,0.47,1,0.5464982889030111,2,267,10,False,6,9,0.44000000000000006,0.495
4,3,C,2008_myanmar_military,0.7652,0.1,0.55,0.0,intel_effectiveness,0.3699999999999999,0.0,0.06767364724712979,0.35,0.283970648722666,0.4648,0.00568421052631579,0.38,0.48,0,0.5514982889030111,2,267,10,False,6,9,0.44000000000000006,0.495
5,4,C,2008_myanmar_military,0.7752,0.1,0.55,0.0,intel_effectiveness,0.39999999999999986,0.0,0.07955035237014657,0.35,0.28271772723704686,0.4775,0.007368421052631579,0.39,0.49,0,0.5564982889030111,2,267,10,False,6,9,0.44000000000000006,0.495
6,5,C,2008_myanmar_military,0.7852,0.1,0.55,0.019230769230769232,intel_effectiveness,0.37999999999999984,0.0,0.09325007209413182,0.35,0.2875581629713697,0.4984,0.009263157894736843,0.4,0.5,0,0.5614982889030111,2,267,10,False,6,9,0.44000000000000006,0.495
7,6,C,2008_myanmar_military,0.7952,0.1,0.55,0.14035087719298245,intel_effectiveness,0.4099999999999998,0.0,0.10120347360947832,0.35,0.2819403529091794,0.5068,0.010842105263157894,0.41000000000000003,0.51,0,0.5664982889030111,2,267,10,False,6,9,0.44000000000000006,0.495
8,7,C,2008_myanmar_military,0.8052,0.1,0.55,0.3088235294117647,intel_effectiveness,0.4399999999999998,0.0,0.10539960721473446,0.35,0.27460456507454,0.5315,0.011578947368421053,0.42000000000000004,0.52,2,0.5332157606200268,2,267,10,False,6,9,0.44000000000000006,0.495
9,8,C,2008_myanmar_military,0.8152,0.1,0.55,0.45121951219512196,intel_effectiveness,0.46999999999999975,0.0,0.11473595252276476,0.35,0.2579451385067716,0.558,0.01231578947368421,0.43000000000000005,0.53,2,0.49993323233704257,2,267,10,False,6,9,0.44000000000000006,0.495
10,9,C,2008_myanmar_military,0.8252,0.1,0.55,0.4891304347826087,intel_effectiveness,0.4999999999999998,0.0,0.1189381511687757,0.35,0.24933625511411958,0.5547,0.01336842105263158,0.44000000000000006,0.54,0,0.4666507040540583,2,267,10,False,6,9,0.44000000000000006,0.495
